#wave spectrum spectrum_w_rand error_w_floor
2.8705440656200856 0.013430943833537465 0.013768720810418562 0.0004652650572339968
2.871219918514831 0.013430943833537141 0.012896450722885346 0.00046354494471717854
2.871895763808353 0.013430943833537093 0.013338176950462908 0.0004633735333093897
2.8725715630920616 0.013430943833537256 0.013869846377316418 0.0004632023348745679
2.87324736237577 0.01343094383353742 0.012188976583357295 0.00046303131754586377
2.8739231616594787 0.013430943833537276 0.01415129139075743 0.00046286049479856973
2.874598972880794 0.013430943833537294 0.013723523644722296 0.0004626898635274804
2.87527481269201 0.013430943833537469 0.01316968731720592 0.0004625194026365027
2.875950652503226 0.013430943833537346 0.014113310705939387 0.00046234913456762384
2.876626492314442 0.013430943833537178 0.013489691259475396 0.0004621790588329978
2.8773023092070065 0.013430943833537259 0.01328131228025442 0.00046200916679573997
2.8779780977695286 0.013430943833537264 0.013185308956779206 0.0004618394717696806
2.8786538863320503 0.013430943833537287 0.012885693738932325 0.00046166997252864567
2.879329674894572 0.013430943833537195 0.013550936960461082 0.00046150065954115254
2.880005450594114 0.013430943833537263 0.01366088872778364 0.00046132956040703405
2.880681217715283 0.01343094383353715 0.012818172741155086 0.0004608632056728757
2.881356984836452 0.013430943833537216 0.012934591083212023 0.0004600330403153572
2.8820327519576208 0.01343094383353711 0.012550797157120768 0.0004592049300069607
2.882708502945143 0.013430943833537379 0.01392309587904764 0.0004583812900957803
2.8833842486263195 0.01343094383353746 0.013938252492528941 0.00045756207106589195
2.884059994307496 0.013430943833537325 0.014082187752240275 0.00045674723208434965
2.884735739988672 0.013430943833537198 0.01323542108317816 0.000455936730850212
2.885411437168953 0.013430943833537464 0.013994441994821232 0.0004551305891371352
2.8860871292561 0.013430943833537204 0.013261921502004436 0.0004543287081407374
2.886762821343247 0.013430943833537278 0.013357737242713564 0.0004535310468974519
2.887438515745513 0.013430943833537292 0.012641132928999686 0.0004527375751287977
2.8881142483571396 0.013430943833537445 0.012695780278172957 0.00045194820802976776
2.8887899809687663 0.013430943833537415 0.013622667813802489 0.00045116295416212227
2.8894657135803925 0.013430943833537302 0.01299470050336723 0.00045038177958010676
2.8901414354738035 0.013430943833537278 0.013466785733806441 0.00044960466173182704
2.8908171168431647 0.013430943833537335 0.013756281220086824 0.000448831601102865
2.891492798212526 0.01343094383353735 0.013251392174238291 0.0004480625062044589
2.892168479581887 0.013430943833537342 0.013640375942989563 0.00044729735134154644
2.89284415320765 0.013430943833537289 0.013570499430924672 0.0004465361152414138
2.8935198131424595 0.013430943833537238 0.013694955040607935 0.00044577877370402546
2.894195473077269 0.013430943833537292 0.014131078622233324 0.00044502526083125556
2.8948711330120784 0.013430943833537368 0.013609656578322561 0.0004442801121221797
2.8955467819464173 0.013430943833537308 0.013066024318308767 0.00044421773989434014
2.8962224204480354 0.01343094383353749 0.013293235737690723 0.00044418474066693715
2.896898058949653 0.01343094383353726 0.014309705701635311 0.0004441519092122234
2.897573697451271 0.013430943833537391 0.012943826879230163 0.0004441190854174823
2.8982493003188003 0.013430943833537512 0.013458373131828509 0.00044408627282488123
2.8989248852433875 0.013430943833537316 0.013303509536081642 0.0004440534603572222
2.899600470167975 0.013430943833537004 0.013862167705735524 0.00044402107103730046
2.9002760550925624 0.013430943833537238 0.013075976437250586 0.00044405000730880464
2.900951673109009 0.01343094383353726 0.013631140398929258 0.0004441672552288217
2.901627298555048 0.013430943833537223 0.012941415161841722 0.0004442851804914051
2.9023029240010874 0.013430943833537181 0.013693919617215587 0.0004444031956984996
2.9029785494471265 0.013430943833537295 0.013918521752955031 0.00044452130941253777
2.9036541252928463 0.013430943833537181 0.013482386767649549 0.0004446395078911041
2.904329699503047 0.013430943833537096 0.013401134392704139 0.0004447577973743117
2.905005273713248 0.013430943833537136 0.01377959655092161 0.0004448761892640672
2.905680845361378 0.013430943833537422 0.013521133759784953 0.0004449946638169805
2.906356398143825 0.013430943833537086 0.012892223305168286 0.0004451132405773161
2.9070319509262723 0.01343094383353726 0.012690333950902338 0.00044523190862826066
2.90770750370872 0.013430943833537162 0.014510133133874687 0.00044535066661248267
2.9083830506860058 0.01343094383353701 0.013808134254678948 0.0004454695206108452
2.909058582042059 0.013430943833537158 0.013218634106022989 0.00044558644118014796
2.909734113398112 0.013430943833537237 0.013013339710601528 0.00044539696861307134
2.910409644754165 0.013430943833537318 0.014040687775783345 0.00044487807321913535
2.9110851670649933 0.013430943833537256 0.013575329504111453 0.00044435881942728677
2.9117606769960114 0.013430943833537169 0.013275282763350056 0.00044384138358437297
2.9124361869270294 0.013430943833537356 0.012875280040046153 0.00044332575523064007
2.9131116968580475 0.013430943833536992 0.014107775241022214 0.0004428119157395478
2.91378718222532 0.013430943833537297 0.013601212849215028 0.0004422998802372531
2.9144626493103445 0.013430943833537259 0.01348702787772538 0.0004417896373758278
2.915138116395369 0.013430943833537427 0.012555139735085508 0.00044128113976283853
2.9158135834803938 0.013430943833537103 0.014123341045592121 0.00044077440296019923
2.916489079907918 0.01343094383353709 0.013529320907662658 0.0004402693891461396
2.917164587511064 0.013430943833537335 0.01294806385564164 0.00043976609519413336
2.91784009511421 0.013430943833537276 0.013918422454658371 0.0004392645235815603
2.9185156027173558 0.01343094383353726 0.013695358103447042 0.00043876465936154037
2.9191910654984543 0.013430943833537242 0.012964228770724959 0.0004382665395419264
2.91986652187283 0.013430943833537308 0.01302324278314107 0.00043777010842550255
2.9205419782472055 0.013430943833537452 0.012501437341651251 0.00043727536473846924
2.9212174340698627 0.01343094383353712 0.012857074333799696 0.00043678229390715754
2.921892869023959 0.013430943833537237 0.013825605648491241 0.0004362909084140535
2.9225683039780557 0.013430943833537214 0.013555749988463348 0.00043580116917467376
2.9232437389321517 0.013430943833537438 0.013905690129553252 0.000435313078693539
2.9239191701068235 0.013430943833537212 0.01372072534972463 0.0004348262168879753
2.924594583641999 0.013430943833537325 0.014023177138727094 0.00043428031506559465
2.9252699971771747 0.013430943833537223 0.013510572823067151 0.000433735634898321
2.9259454107123504 0.013430943833537384 0.01378199364084267 0.0004331929939647117
2.9266208067380903 0.013430943833537243 0.0132510420936698 0.00043265240083538594
2.927296166731907 0.013430943833537295 0.01401983436394486 0.00043211385068961
